Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a julio 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,24 - 26,Córdoba,3,Menos de un año,No,0,Universitario,Completado,Tecnico Superior en Programación,No,Developer,,"Javascript, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,19500,Neto,3,4,No,No recibo bono,No,0,11-50,Sí,Desafíos profesionales,"Aumento por inflación, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,34 - 36,Córdoba,10+,Menos de un año,Sí,5,Universitario,Completado,ingeniería en sistemas,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers, bluemix kubernetes",Python,,,,,No,0,Bruto,Full-Time,50000,Neto,4,4,Un sueldo,Performance individual,No,0,11-50,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,24 - 26,Córdoba,2,2,No,0,Universitario,En curso,Ingenieria en Sistemas,"Sí, de forma particular",Developer,,".NET, Assembler, C, C#, HTML, Java, Javascript, Python, Ruby, VB *",,,,,"Sí, pasiva",2000,Porcentaje de mi sueldo,Full-Time,22000,Bruto,3,2,Un sueldo,Mix de las anteriores,No,0,51-100,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,37 - 40,Córdoba,10+,1,No,0,Terciario,Completado,Analista de Sistemad,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,"Sí, pasiva",15,Porcentaje de mi sueldo,Full-Time,32000,Bruto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Masajes, Playroom"
Hombre,31 - 33,Córdoba,10+,Menos de un año,No,0,Universitario,En curso,ING en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Infosec,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,34000,Bruto,4,4,De uno a tres sueldos,Performance individual,Uno,13,5001-10000,Sí,Salario,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,41 - 45,Córdoba,10+,10+,Sí,45,Posgrado,Completado,Ingeniero de sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Director de ingeniería,,,,,,,,,,Full-Time,115000,Bruto,4,4,3+ sueldos,Mix de las anteriores,Dos,33,201-500,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Mujer,24 - 26,Córdoba,5,3,Sí,3,Terciario,Completado,,"Sí, de forma particular",Developer,,Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,48000,Bruto,4,4,No,No recibo bono,Dos,23,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,24 - 26,Córdoba,1,Menos de un año,No,0,Universitario,En curso,,No,Developer,,"CSS, HTML, Javascript, jQuery",,,,,No,0,Neto,Full-Time,29000,Neto,2,3,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,31 - 33,Córdoba,6,2,No,0,Universitario,Completado,Ingeniería en Computación,"Sí, de forma particular",Developer,,Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,32000,Neto,2,2,No,No recibo bono,Dos,15,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,24 - 26,Córdoba,1,1,No,0,Universitario,En curso,Ing Electrónica ,No,Developer,,"C, Python",,,,,No,0,Porcentaje de mi sueldo,Part-Time,21000,Neto,2,2,No,No recibo bono,Dos,14,51-100,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop"
Hombre,37 - 40,Córdoba,10+,10+,No,0,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, VMWare","C++, HTML, PHP",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,29000,Neto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Córdoba,7,5,No,0,Universitario,Incompleto,ingeniería en sistemas,"Sí, de forma particular",QA / Tester,,,pl sql,Funcional,oracle forms,,,,,Full-Time,24000,Neto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Horarios flexibles, Playroom, Snacks, golosinas, bebidas"
Hombre,27 - 30,Córdoba,2,2,No,0,Universitario,Completado,,No,Developer,,C++,,,,,No,0,Porcentaje de mi sueldo,Full-Time,34600,Bruto,3,3,No,No recibo bono,Dos,24,1-10,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,21 - 23,Córdoba,3,Menos de un año,No,0,Universitario,En curso,Ingeniería en Software,No,Developer,,"Go, Java",,,,,"Sí, pasiva",0,Neto,Full-Time,33800,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,15,201-500,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Córdoba,1,1,No,0,Universitario,En curso,Sistemas,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),16000,Neto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Descuentos en gimnasios
Hombre,24 - 26,Córdoba,2,2,No,0,Universitario,Completado,Ingeniería en Software,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,24200,Neto,3,3,Un sueldo,Mix de las anteriores,Dos,20,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
Hombre,31 - 33,Córdoba,10+,8,No,0,Terciario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Designer,,,,,,,,,,Full-Time,14500,Neto,1,2,Menos de un sueldo,Mix de las anteriores,Dos,20,1-10,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Córdoba,10+,3,Sí,3,Universitario,Incompleto,Licenciatura en Informatica,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure, Docker / Containers, VMWare",".NET, CSS, HTML, NodeJS, Python, Ruby, PowerShell DSC",,,,,"Sí, pasiva",0,Bruto,Full-Time,48000,Bruto,2,2,No,No recibo bono,No,0,5001-10000,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Córdoba,10+,10+,No,0,Universitario,Incompleto,Ingeniería en sistemas ,"Sí, de forma particular",SysAdmin / DevOps,"Windows, Amazon Web Services, Azure, VMWare",VB *,,,,,"Sí, activa",2500,Porcentaje de mi sueldo,Full-Time,26000,Bruto,1,2,No,No recibo bono,No,0,5001-10000,No,No cambié de empresa,"Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Córdoba,1,1,No,0,Terciario,Completado,Analista de Sistemas.,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, pasiva",1200,Neto,Part-Time,10800,Neto,3,2,No,No recibo bono,Dos,8,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Córdoba,8,3,No,0,Terciario,Incompleto,Programación,"Sí, de forma particular",Sustain,,,,,,,,,,Full-Time,22780,Bruto,2,1,No,No recibo bono,Dos,12,201-500,No,No cambié de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Córdoba,5,2,No,0,Secundario,Completado,,"Sí, de forma particular",Networking,,,,,,,"Sí, pasiva",2985,Porcentaje de mi sueldo,Full-Time,27446,Neto,3,2,Un sueldo,Performance de la compañía,Dos,20,201-500,No,No cambié de empresa,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,24 - 26,Córdoba,7,Menos de un año,No,0,Terciario,En curso,,No,Developer,,Python,,,,,No,0,Neto,Full-Time,34000,Neto,4,4,No,No recibo bono,No,0,51-100,Sí,Salario,"Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Córdoba,7,2,No,0,Universitario,Incompleto,Ingenieria en sistemas,No,QA / Tester,,,"HTML, jQuery, Python",Mix,Selenium,,,,,Tercerizado (trabajo a través de consultora o agencia),27000,Neto,3,3,No,No recibo bono,Dos,20,1-10,No,No cambié de empresa,Aumento por inflación
Hombre,37 - 40,Córdoba,10+,8,No,0,Universitario,Completado,analista en sistemas,"Sí, de forma particular",DBA,,,,,,"MSSQL, MySQL/MariaDB, Oracle",No,0,Neto,Full-Time,30000,Neto,1,1,Menos de un sueldo,Performance de la compañía,No,0,1001-2000,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,37 - 40,Córdoba,10+,8,No,0,Universitario,Completado,analista en sistemas,"Sí, de forma particular",DBA,,,,,,"MSSQL, MySQL/MariaDB, Oracle",No,0,Neto,Full-Time,30000,Neto,1,1,Menos de un sueldo,Performance de la compañía,No,0,1001-2000,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,37 - 40,Córdoba,10+,6,Sí,5,Terciario,Incompleto,Analista de siatemas,"Sí, de forma particular",Developer,,".NET, Javascript, jQuery, PHP, VB *",,,,,No,0,Bruto,Full-Time,35000,Neto,3,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos"
Hombre,31 - 33,Córdoba,10+,Menos de un año,No,0,Posgrado,Completado,Project Manager,"Sí, los pagó un empleador",Project Manager,,,,,,,,,,Full-Time,50000,Bruto,3,3,Un sueldo,Performance individual,Dos,20,1001-2000,Sí,Salario,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viajes al exterior, Viáticos"
Hombre,31 - 33,Córdoba,5,1,No,0,Universitario,En curso,ING. EN SISTEMAS DE INFORMACION,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, pasiva",161,Neto,Full-Time,16.3,Neto,3,3,No,No recibo bono,Dos,15,11-50,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos"
Hombre,37 - 40,Córdoba,10+,Menos de un año,No,0,Universitario,Incompleto,Ingeniería sistemas,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, VB *",,,,,No,0,Neto,Full-Time,42000,Bruto,4,3,No,No recibo bono,Dos,10,1-10,Sí,Salario,"Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Córdoba,10+,2,No,0,Universitario,En curso,Ing. Sistemas,"Sí, de forma particular",Networking,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,16500,Neto,2,2,No,No recibo bono,Dos,20,11-50,No,No cambié de empresa,"Capacitaciones y/o cursos, Viáticos"
Hombre,37 - 40,Córdoba,10+,5,No,0,Terciario,Completado,Analista Sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, XEN",nada,,,,,"Sí, pasiva",0,Bruto,Full-Time,32000,Neto,2,2,No,No recibo bono,Dos,20,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Horarios flexibles, Viáticos"
Hombre,27 - 30,Córdoba,2,2,No,0,Universitario,Incompleto,Ciencias de la Comoutacion,"Sí, de forma particular",SysAdmin / DevOps,Linux,"HTML, Javascript, jQuery, PHP, Python, Ruby, Scala",,,,,"Sí, pasiva",800,Neto,Tercerizado (trabajo a través de consultora o agencia),12000,Bruto,1,2,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,"Comidas pagas/subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Córdoba,6,6,Sí,1,Universitario,Completado,Ingeniería en telecomunicaciones,No,SysAdmin / DevOps,"Linux, Docker / Containers, Kvm",Bash,,,,,"Sí, pasiva",0,Neto,Full-Time,38000,Neto,3,3,No,No recibo bono,Dos,25,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Hombre,27 - 30,Córdoba,10+,10+,No,0,Universitario,Completado,Analista de sistemas,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, VB *",,,,,No,0,Bruto,Full-Time,27700,Neto,1,1,Un sueldo,Performance individual,No,0,11-50,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,31 - 33,Córdoba,10+,5,Sí,3,Terciario,Completado,,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, pasiva",10,Porcentaje de mi sueldo,Freelance,95,Bruto,4,4,De uno a tres sueldos,Performance individual,Más de dos,30,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Córdoba,2,2,No,0,Universitario,En curso,Analista en sistemas,No,Implementador,,,,,,,,,,Full-Time,35000,Bruto,3,2,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Horarios flexibles, Ninguna de las anteriores"
Hombre,34 - 36,Córdoba,6,6,No,0,Terciario,Completado,DBA Oracle ,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, activa",2500,Neto,Full-Time,21000,Neto,2,2,Menos de un sueldo,Performance de la compañía,Dos,20,1001-2000,No,No cambié de empresa,Aumento por inflación
Mujer,21 - 23,Córdoba,2,Menos de un año,No,0,Universitario,Completado,Ingeniería en Sistemas de la Información,"Sí, de forma particular",SysAdmin / DevOps,Linux,CSS,,,,,No,0,Porcentaje de mi sueldo,Part-Time,21000,Bruto,2,1,No,No recibo bono,Dos,22,51-100,Sí,Mejores beneficios,"Horarios flexibles, Viáticos"
Mujer,31 - 33,Córdoba,10+,3,Sí,1,Terciario,Incompleto,traductorado inglés,"Sí, de forma particular",Developer,,"Java, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,8000,Bruto,1,2,No,No recibo bono,No,0,10001+,No,No cambié de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,37 - 40,Córdoba,10+,10+,No,0,Primario,Completado,no,"Sí, de forma particular",secretaria,,,,,,,,,,Part-Time,8300,Bruto,4,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Córdoba,10+,5,No,0,Doctorado,En curso,Telecomunicaciones,"Sí, de forma particular",Networking,,,,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),48000,Bruto,2,3,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Clases de idiomas, Descuentos en gimnasios, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Córdoba,10+,5,No,0,Secundario,Incompleto,,No,Operario,,,,,,,,,,Full-Time,18000,Neto,2,2,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Córdoba,Menos de un año,Menos de un año,No,0,Terciario,Completado,Técnico Superior Telecomunicaciones ,"Sí, de forma particular",SysAdmin / DevOps,"HP-UX, Linux, VMWare","C++, C#, Javascript, Python",,,,,No,0,Neto,Full-Time,23,Neto,3,3,No,No recibo bono,No,0,51-100,Sí,Salario,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,27 - 30,Córdoba,3,3,No,0,Secundario,Completado,Bachillerato ,"Sí, los pagó un empleador",Comerciante ,,,,,,,,,,Part-Time,17000,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Córdoba,4,2,No,0,Universitario,Incompleto,Licenciatura en Software,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"CSS, HTML, Javascript, jQuery, Python",,,,,No,0,Neto,Full-Time,35000,Neto,3,3,No,No recibo bono,Más de dos,33,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,31 - 33,Córdoba,3,3,No,0,Secundario,Completado,Peluquería,"Sí, de forma particular",Peluquera,,,,,,,,,,Full-Time,7000,Bruto,3,3,No,No recibo bono,Dos,2,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Córdoba,Menos de un año,Menos de un año,No,0,Universitario,En curso,Ingeniería de sistemas de información,"Sí, de forma particular",Developer,,"HTML, Java, Javascript, jQuery, VB *",,,,,No,0,Porcentaje de mi sueldo,Full-Time,16000,Neto,3,3,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,18 - 20,Córdoba,4,Menos de un año,No,0,Secundario,Completado,,No,Vendedora,,,,,,,,,,Full-Time,3500,Neto,1,1,No,No recibo bono,No,0,5001-10000,Sí,Salario,Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,31 - 33,Córdoba,5,2,No,0,Secundario,Incompleto,,No,Domestica,,,,,,,,,,Part-Time,4500,Neto,1,2,No,No recibo bono,No,0,1-10,Sí,Salario,Ninguna de las anteriores
Hombre,31 - 33,Córdoba,5,Menos de un año,No,0,Universitario,Completado,Lic. En Historia,"Sí, de forma particular",IT support,,,,,,,,,,Full-Time,19700,Bruto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles"
Hombre,27 - 30,Córdoba,4,Menos de un año,No,0,Terciario,Completado,Analista de Sistemas,"Sí, de forma particular",Analista EUC (Soporte N2),,,,,,,,,,Tercerizado (trabajo a través de consultora o agencia),19.5,Neto,2,2,No,No recibo bono,Dos,20,501-1000,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, WFH (Trabajar desde casa)"
Mujer,27 - 30,Córdoba,6,6,No,0,Primario,Completado,,No,HelpDesk,,,,,,,No,0,Bruto,Full-Time,5000,Bruto,1,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Mujer,37 - 40,Córdoba,10+,4,Sí,2,Secundario,Completado,Bachiller,No,Atencion publico,,,,,,,,,,Full-Time,12500,Neto,2,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Mujer,24 - 26,Córdoba,6,6,No,0,Terciario,En curso,Informática,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Bruto,Full-Time,15000,Neto,3,2,No,No recibo bono,Uno,19,2001-5000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Córdoba,10+,5,No,0,Terciario,Completado,,"Sí, de forma particular",Reparacion y redes,,,,,,,,,,Full-Time,20,Neto,2,2,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Ninguna de las anteriores
